,img_id,obj_id,"(x, y)",color,shape,size
56352,9392,0,[68 11],"(0, 0, 255)",r,5
56353,9392,1,[27 42],"(0, 255, 0)",r,5
56354,9392,2,[32 65],"(255, 0, 0)",r,5
56355,9392,3,[22 65],"(0, 156, 255)",c,5
56356,9392,4,[40 24],"(128, 128, 128)",r,5
56357,9392,5,[43 58],"(0, 255, 255)",r,5
56358,9393,0,[12 22],"(0, 0, 255)",c,5
56359,9393,1,[53 63],"(0, 255, 0)",c,5
56360,9393,2,[52 17],"(255, 0, 0)",c,5
56361,9393,3,[27 54],"(0, 156, 255)",c,5
56362,9393,4,[48 42],"(128, 128, 128)",c,5
56363,9393,5,[16 54],"(0, 255, 255)",r,5
56364,9394,0,[57 46],"(0, 0, 255)",r,5
56365,9394,1,[44 18],"(0, 255, 0)",r,5
56366,9394,2,[41 32],"(255, 0, 0)",c,5
56367,9394,3,[24 12],"(0, 156, 255)",c,5
56368,9394,4,[32  6],"(128, 128, 128)",r,5
56369,9394,5,[18 29],"(0, 255, 255)",r,5
56370,9395,0,[ 7 23],"(0, 0, 255)",c,5
56371,9395,1,[ 6 42],"(0, 255, 0)",r,5
56372,9395,2,[38 18],"(255, 0, 0)",r,5
56373,9395,3,[69 39],"(0, 156, 255)",r,5
56374,9395,4,[69 13],"(128, 128, 128)",r,5
56375,9395,5,[41 43],"(0, 255, 255)",c,5
56376,9396,0,[58 26],"(0, 0, 255)",c,5
56377,9396,1,[40 16],"(0, 255, 0)",r,5
56378,9396,2,[45 64],"(255, 0, 0)",c,5
56379,9396,3,[25 25],"(0, 156, 255)",r,5
56380,9396,4,[40 40],"(128, 128, 128)",c,5
56381,9396,5,[64 36],"(0, 255, 255)",c,5
56382,9397,0,[67 33],"(0, 0, 255)",r,5
56383,9397,1,[65 11],"(0, 255, 0)",c,5
56384,9397,2,[67 55],"(255, 0, 0)",r,5
56385,9397,3,[64 69],"(0, 156, 255)",c,5
56386,9397,4,[54 10],"(128, 128, 128)",r,5
56387,9397,5,[14 30],"(0, 255, 255)",r,5
56388,9398,0,[66 59],"(0, 0, 255)",r,5
56389,9398,1,[9 7],"(0, 255, 0)",r,5
56390,9398,2,[37 14],"(255, 0, 0)",c,5
56391,9398,3,[22 20],"(0, 156, 255)",c,5
56392,9398,4,[ 9 67],"(128, 128, 128)",r,5
56393,9398,5,[49 63],"(0, 255, 255)",c,5
56394,9399,0,[66 31],"(0, 0, 255)",r,5
56395,9399,1,[21 50],"(0, 255, 0)",r,5
56396,9399,2,[ 8 38],"(255, 0, 0)",c,5
56397,9399,3,[63 51],"(0, 156, 255)",r,5
56398,9399,4,[65 66],"(128, 128, 128)",c,5
56399,9399,5,[64 16],"(0, 255, 255)",r,5
56400,9400,0,[30 22],"(0, 0, 255)",r,5
56401,9400,1,[55 51],"(0, 255, 0)",c,5
56402,9400,2,[ 5 64],"(255, 0, 0)",r,5
56403,9400,3,[13 25],"(0, 156, 255)",c,5
56404,9400,4,[6 5],"(128, 128, 128)",c,5
56405,9400,5,[29 53],"(0, 255, 255)",c,5
56406,9401,0,[42 38],"(0, 0, 255)",c,5
56407,9401,1,[59 11],"(0, 255, 0)",r,5
56408,9401,2,[51 26],"(255, 0, 0)",c,5
56409,9401,3,[69 26],"(0, 156, 255)",c,5
56410,9401,4,[ 5 18],"(128, 128, 128)",r,5
56411,9401,5,[46 49],"(0, 255, 255)",c,5
56412,9402,0,[60 56],"(0, 0, 255)",r,5
56413,9402,1,[67 18],"(0, 255, 0)",r,5
56414,9402,2,[25 48],"(255, 0, 0)",r,5
56415,9402,3,[28 14],"(0, 156, 255)",r,5
56416,9402,4,[11  7],"(128, 128, 128)",c,5
56417,9402,5,[69 28],"(0, 255, 255)",c,5
56418,9403,0,[11 35],"(0, 0, 255)",r,5
56419,9403,1,[37 28],"(0, 255, 0)",r,5
56420,9403,2,[31 39],"(255, 0, 0)",r,5
56421,9403,3,[10 51],"(0, 156, 255)",c,5
56422,9403,4,[23 32],"(128, 128, 128)",c,5
56423,9403,5,[45  6],"(0, 255, 255)",r,5
56424,9404,0,[36  8],"(0, 0, 255)",c,5
56425,9404,1,[12 50],"(0, 255, 0)",c,5
56426,9404,2,[52 13],"(255, 0, 0)",c,5
56427,9404,3,[67 63],"(0, 156, 255)",r,5
56428,9404,4,[26 21],"(128, 128, 128)",c,5
56429,9404,5,[36 59],"(0, 255, 255)",c,5
56430,9405,0,[32  8],"(0, 0, 255)",c,5
56431,9405,1,[44 32],"(0, 255, 0)",c,5
56432,9405,2,[23 58],"(255, 0, 0)",r,5
56433,9405,3,[18 67],"(0, 156, 255)",c,5
56434,9405,4,[37 18],"(128, 128, 128)",c,5
56435,9405,5,[13 32],"(0, 255, 255)",c,5
56436,9406,0,[33 58],"(0, 0, 255)",c,5
56437,9406,1,[32 39],"(0, 255, 0)",c,5
56438,9406,2,[31 23],"(255, 0, 0)",r,5
56439,9406,3,[60 33],"(0, 156, 255)",c,5
56440,9406,4,[69 17],"(128, 128, 128)",c,5
56441,9406,5,[40 14],"(0, 255, 255)",c,5
56442,9407,0,[44 57],"(0, 0, 255)",c,5
56443,9407,1,[67 32],"(0, 255, 0)",c,5
56444,9407,2,[15 22],"(255, 0, 0)",c,5
56445,9407,3,[44 11],"(0, 156, 255)",c,5
56446,9407,4,[40 22],"(128, 128, 128)",r,5
56447,9407,5,[14 59],"(0, 255, 255)",c,5
56448,9408,0,[30 38],"(0, 0, 255)",c,5
56449,9408,1,[16 47],"(0, 255, 0)",c,5
56450,9408,2,[36 65],"(255, 0, 0)",r,5
56451,9408,3,[17 30],"(0, 156, 255)",c,5
56452,9408,4,[64 33],"(128, 128, 128)",c,5
56453,9408,5,[42 10],"(0, 255, 255)",c,5
56454,9409,0,[46 67],"(0, 0, 255)",r,5
56455,9409,1,[52  9],"(0, 255, 0)",c,5
56456,9409,2,[36 37],"(255, 0, 0)",r,5
56457,9409,3,[43 51],"(0, 156, 255)",c,5
56458,9409,4,[67 12],"(128, 128, 128)",r,5
56459,9409,5,[22 41],"(0, 255, 255)",r,5
56460,9410,0,[57 17],"(0, 0, 255)",r,5
56461,9410,1,[17 43],"(0, 255, 0)",r,5
56462,9410,2,[43 38],"(255, 0, 0)",r,5
56463,9410,3,[ 6 49],"(0, 156, 255)",c,5
56464,9410,4,[68 12],"(128, 128, 128)",c,5
56465,9410,5,[67 38],"(0, 255, 255)",r,5
56466,9411,0,[31 44],"(0, 0, 255)",c,5
56467,9411,1,[21 67],"(0, 255, 0)",r,5
56468,9411,2,[69 52],"(255, 0, 0)",r,5
56469,9411,3,[56 61],"(0, 156, 255)",c,5
56470,9411,4,[52 11],"(128, 128, 128)",r,5
56471,9411,5,[17 27],"(0, 255, 255)",r,5
56472,9412,0,[51 68],"(0, 0, 255)",r,5
56473,9412,1,[68 24],"(0, 255, 0)",c,5
56474,9412,2,[21 21],"(255, 0, 0)",c,5
56475,9412,3,[45 59],"(0, 156, 255)",c,5
56476,9412,4,[42 28],"(128, 128, 128)",r,5
56477,9412,5,[31 52],"(0, 255, 255)",r,5
56478,9413,0,[51 62],"(0, 0, 255)",c,5
56479,9413,1,[69 39],"(0, 255, 0)",r,5
56480,9413,2,[26 52],"(255, 0, 0)",r,5
56481,9413,3,[27  9],"(0, 156, 255)",r,5
56482,9413,4,[16 17],"(128, 128, 128)",c,5
56483,9413,5,[15 33],"(0, 255, 255)",r,5
56484,9414,0,[33 52],"(0, 0, 255)",r,5
56485,9414,1,[22 38],"(0, 255, 0)",c,5
56486,9414,2,[35  6],"(255, 0, 0)",c,5
56487,9414,3,[30 62],"(0, 156, 255)",r,5
56488,9414,4,[10 51],"(128, 128, 128)",c,5
56489,9414,5,[19 66],"(0, 255, 255)",r,5
56490,9415,0,[47 59],"(0, 0, 255)",c,5
56491,9415,1,[36 24],"(0, 255, 0)",c,5
56492,9415,2,[23 29],"(255, 0, 0)",c,5
56493,9415,3,[41 42],"(0, 156, 255)",c,5
56494,9415,4,[53 16],"(128, 128, 128)",c,5
56495,9415,5,[54 29],"(0, 255, 255)",r,5
56496,9416,0,[8 6],"(0, 0, 255)",c,5
56497,9416,1,[18  7],"(0, 255, 0)",c,5
56498,9416,2,[36 21],"(255, 0, 0)",c,5
56499,9416,3,[11 26],"(0, 156, 255)",r,5
56500,9416,4,[69 58],"(128, 128, 128)",c,5
56501,9416,5,[45  6],"(0, 255, 255)",r,5
56502,9417,0,[51 12],"(0, 0, 255)",c,5
56503,9417,1,[49 56],"(0, 255, 0)",c,5
56504,9417,2,[16 51],"(255, 0, 0)",c,5
56505,9417,3,[69 13],"(0, 156, 255)",c,5
56506,9417,4,[39  8],"(128, 128, 128)",r,5
56507,9417,5,[49 34],"(0, 255, 255)",r,5
56508,9418,0,[46 44],"(0, 0, 255)",r,5
56509,9418,1,[54 11],"(0, 255, 0)",r,5
56510,9418,2,[26 15],"(255, 0, 0)",r,5
56511,9418,3,[66 29],"(0, 156, 255)",r,5
56512,9418,4,[35 60],"(128, 128, 128)",r,5
56513,9418,5,[ 9 55],"(0, 255, 255)",r,5
56514,9419,0,[52 68],"(0, 0, 255)",r,5
56515,9419,1,[63  5],"(0, 255, 0)",c,5
56516,9419,2,[52 58],"(255, 0, 0)",r,5
56517,9419,3,[37 15],"(0, 156, 255)",r,5
56518,9419,4,[59 20],"(128, 128, 128)",r,5
56519,9419,5,[13 57],"(0, 255, 255)",r,5
56520,9420,0,[35 15],"(0, 0, 255)",c,5
56521,9420,1,[44 26],"(0, 255, 0)",c,5
56522,9420,2,[58 43],"(255, 0, 0)",c,5
56523,9420,3,[14  6],"(0, 156, 255)",r,5
56524,9420,4,[55  9],"(128, 128, 128)",c,5
56525,9420,5,[ 8 37],"(0, 255, 255)",c,5
56526,9421,0,[45 31],"(0, 0, 255)",c,5
56527,9421,1,[10 62],"(0, 255, 0)",r,5
56528,9421,2,[36 10],"(255, 0, 0)",r,5
56529,9421,3,[19 30],"(0, 156, 255)",c,5
56530,9421,4,[56 33],"(128, 128, 128)",c,5
56531,9421,5,[60 59],"(0, 255, 255)",r,5
56532,9422,0,[43 58],"(0, 0, 255)",c,5
56533,9422,1,[60 44],"(0, 255, 0)",r,5
56534,9422,2,[13 40],"(255, 0, 0)",r,5
56535,9422,3,[58 11],"(0, 156, 255)",c,5
56536,9422,4,[24 47],"(128, 128, 128)",r,5
56537,9422,5,[55 29],"(0, 255, 255)",r,5
56538,9423,0,[21 48],"(0, 0, 255)",r,5
56539,9423,1,[26  5],"(0, 255, 0)",r,5
56540,9423,2,[36 26],"(255, 0, 0)",c,5
56541,9423,3,[5 9],"(0, 156, 255)",r,5
56542,9423,4,[45 68],"(128, 128, 128)",r,5
56543,9423,5,[ 9 44],"(0, 255, 255)",c,5
56544,9424,0,[17 23],"(0, 0, 255)",r,5
56545,9424,1,[12 12],"(0, 255, 0)",r,5
56546,9424,2,[55  6],"(255, 0, 0)",r,5
56547,9424,3,[13 42],"(0, 156, 255)",c,5
56548,9424,4,[38 33],"(128, 128, 128)",r,5
56549,9424,5,[38 54],"(0, 255, 255)",c,5
56550,9425,0,[47 64],"(0, 0, 255)",r,5
56551,9425,1,[22 26],"(0, 255, 0)",r,5
56552,9425,2,[45 24],"(255, 0, 0)",c,5
56553,9425,3,[22 16],"(0, 156, 255)",r,5
56554,9425,4,[65 69],"(128, 128, 128)",r,5
56555,9425,5,[29 58],"(0, 255, 255)",r,5
56556,9426,0,[41 42],"(0, 0, 255)",c,5
56557,9426,1,[ 6 26],"(0, 255, 0)",c,5
56558,9426,2,[38 28],"(255, 0, 0)",c,5
56559,9426,3,[40 10],"(0, 156, 255)",c,5
56560,9426,4,[59 59],"(128, 128, 128)",c,5
56561,9426,5,[56 30],"(0, 255, 255)",c,5
56562,9427,0,[59 26],"(0, 0, 255)",r,5
56563,9427,1,[47 16],"(0, 255, 0)",r,5
56564,9427,2,[16 53],"(255, 0, 0)",r,5
56565,9427,3,[15 68],"(0, 156, 255)",r,5
56566,9427,4,[57 62],"(128, 128, 128)",r,5
56567,9427,5,[15 15],"(0, 255, 255)",r,5
56568,9428,0,[ 8 56],"(0, 0, 255)",r,5
56569,9428,1,[49 39],"(0, 255, 0)",c,5
56570,9428,2,[68 42],"(255, 0, 0)",c,5
56571,9428,3,[59 37],"(0, 156, 255)",c,5
56572,9428,4,[39 67],"(128, 128, 128)",r,5
56573,9428,5,[61 24],"(0, 255, 255)",c,5
56574,9429,0,[33 21],"(0, 0, 255)",c,5
56575,9429,1,[12 21],"(0, 255, 0)",c,5
56576,9429,2,[59 10],"(255, 0, 0)",r,5
56577,9429,3,[58 64],"(0, 156, 255)",c,5
56578,9429,4,[51 18],"(128, 128, 128)",c,5
56579,9429,5,[33 11],"(0, 255, 255)",r,5
56580,9430,0,[30 54],"(0, 0, 255)",r,5
56581,9430,1,[67 38],"(0, 255, 0)",c,5
56582,9430,2,[52 56],"(255, 0, 0)",r,5
56583,9430,3,[24 23],"(0, 156, 255)",r,5
56584,9430,4,[60  6],"(128, 128, 128)",c,5
56585,9430,5,[56 30],"(0, 255, 255)",c,5
56586,9431,0,[20 30],"(0, 0, 255)",c,5
56587,9431,1,[43 24],"(0, 255, 0)",r,5
56588,9431,2,[25  6],"(255, 0, 0)",r,5
56589,9431,3,[12 65],"(0, 156, 255)",c,5
56590,9431,4,[39 56],"(128, 128, 128)",r,5
56591,9431,5,[63 45],"(0, 255, 255)",r,5
56592,9432,0,[69 53],"(0, 0, 255)",r,5
56593,9432,1,[31 47],"(0, 255, 0)",r,5
56594,9432,2,[44  5],"(255, 0, 0)",c,5
56595,9432,3,[67 25],"(0, 156, 255)",r,5
56596,9432,4,[49 44],"(128, 128, 128)",r,5
56597,9432,5,[ 6 50],"(0, 255, 255)",r,5
56598,9433,0,[60 69],"(0, 0, 255)",c,5
56599,9433,1,[19 26],"(0, 255, 0)",c,5
56600,9433,2,[17 68],"(255, 0, 0)",r,5
56601,9433,3,[39 44],"(0, 156, 255)",r,5
56602,9433,4,[60 28],"(128, 128, 128)",c,5
56603,9433,5,[66 60],"(0, 255, 255)",c,5
56604,9434,0,[66  6],"(0, 0, 255)",r,5
56605,9434,1,[ 5 39],"(0, 255, 0)",c,5
56606,9434,2,[34 32],"(255, 0, 0)",c,5
56607,9434,3,[13 33],"(0, 156, 255)",c,5
56608,9434,4,[60 27],"(128, 128, 128)",c,5
56609,9434,5,[37 11],"(0, 255, 255)",c,5
56610,9435,0,[62 28],"(0, 0, 255)",r,5
56611,9435,1,[27 58],"(0, 255, 0)",r,5
56612,9435,2,[38 44],"(255, 0, 0)",c,5
56613,9435,3,[13 10],"(0, 156, 255)",r,5
56614,9435,4,[52 63],"(128, 128, 128)",r,5
56615,9435,5,[43 34],"(0, 255, 255)",c,5
56616,9436,0,[42 57],"(0, 0, 255)",r,5
56617,9436,1,[65 32],"(0, 255, 0)",c,5
56618,9436,2,[67 22],"(255, 0, 0)",c,5
56619,9436,3,[17 17],"(0, 156, 255)",r,5
56620,9436,4,[40 29],"(128, 128, 128)",c,5
56621,9436,5,[ 8 55],"(0, 255, 255)",c,5
56622,9437,0,[54 51],"(0, 0, 255)",r,5
56623,9437,1,[32 55],"(0, 255, 0)",c,5
56624,9437,2,[41 66],"(255, 0, 0)",c,5
56625,9437,3,[52 30],"(0, 156, 255)",c,5
56626,9437,4,[43  9],"(128, 128, 128)",c,5
56627,9437,5,[66  9],"(0, 255, 255)",r,5
56628,9438,0,[48  5],"(0, 0, 255)",c,5
56629,9438,1,[39 56],"(0, 255, 0)",c,5
56630,9438,2,[28 46],"(255, 0, 0)",c,5
56631,9438,3,[66  6],"(0, 156, 255)",r,5
56632,9438,4,[25 34],"(128, 128, 128)",c,5
56633,9438,5,[61 44],"(0, 255, 255)",r,5
56634,9439,0,[ 5 35],"(0, 0, 255)",r,5
56635,9439,1,[69  8],"(0, 255, 0)",c,5
56636,9439,2,[29 29],"(255, 0, 0)",c,5
56637,9439,3,[12  6],"(0, 156, 255)",c,5
56638,9439,4,[43 39],"(128, 128, 128)",r,5
56639,9439,5,[52 48],"(0, 255, 255)",r,5
56640,9440,0,[68 59],"(0, 0, 255)",r,5
56641,9440,1,[13 11],"(0, 255, 0)",c,5
56642,9440,2,[23 28],"(255, 0, 0)",r,5
56643,9440,3,[10 37],"(0, 156, 255)",c,5
56644,9440,4,[26 64],"(128, 128, 128)",r,5
56645,9440,5,[38  7],"(0, 255, 255)",r,5
56646,9441,0,[63 29],"(0, 0, 255)",r,5
56647,9441,1,[67  5],"(0, 255, 0)",r,5
56648,9441,2,[40  5],"(255, 0, 0)",c,5
56649,9441,3,[9 8],"(0, 156, 255)",c,5
56650,9441,4,[63 68],"(128, 128, 128)",r,5
56651,9441,5,[18 43],"(0, 255, 255)",c,5
56652,9442,0,[66 10],"(0, 0, 255)",r,5
56653,9442,1,[16 14],"(0, 255, 0)",c,5
56654,9442,2,[26 48],"(255, 0, 0)",r,5
56655,9442,3,[15 44],"(0, 156, 255)",c,5
56656,9442,4,[41 22],"(128, 128, 128)",r,5
56657,9442,5,[37 64],"(0, 255, 255)",c,5
56658,9443,0,[20 37],"(0, 0, 255)",c,5
56659,9443,1,[51 49],"(0, 255, 0)",r,5
56660,9443,2,[40 54],"(255, 0, 0)",c,5
56661,9443,3,[28 16],"(0, 156, 255)",c,5
56662,9443,4,[66 30],"(128, 128, 128)",c,5
56663,9443,5,[62 45],"(0, 255, 255)",r,5
56664,9444,0,[53 32],"(0, 0, 255)",c,5
56665,9444,1,[28 19],"(0, 255, 0)",r,5
56666,9444,2,[35 47],"(255, 0, 0)",r,5
56667,9444,3,[18 41],"(0, 156, 255)",c,5
56668,9444,4,[39 12],"(128, 128, 128)",c,5
56669,9444,5,[43 27],"(0, 255, 255)",r,5
56670,9445,0,[68 15],"(0, 0, 255)",r,5
56671,9445,1,[44 56],"(0, 255, 0)",c,5
56672,9445,2,[26 47],"(255, 0, 0)",r,5
56673,9445,3,[21 22],"(0, 156, 255)",r,5
56674,9445,4,[51 38],"(128, 128, 128)",r,5
56675,9445,5,[58 60],"(0, 255, 255)",r,5
56676,9446,0,[26 11],"(0, 0, 255)",r,5
56677,9446,1,[69 64],"(0, 255, 0)",c,5
56678,9446,2,[29 66],"(255, 0, 0)",r,5
56679,9446,3,[58  9],"(0, 156, 255)",c,5
56680,9446,4,[34 21],"(128, 128, 128)",r,5
56681,9446,5,[15 10],"(0, 255, 255)",c,5
56682,9447,0,[68  9],"(0, 0, 255)",r,5
56683,9447,1,[66 62],"(0, 255, 0)",c,5
56684,9447,2,[65 21],"(255, 0, 0)",r,5
56685,9447,3,[29 64],"(0, 156, 255)",c,5
56686,9447,4,[ 5 37],"(128, 128, 128)",r,5
56687,9447,5,[52 43],"(0, 255, 255)",r,5
56688,9448,0,[17 28],"(0, 0, 255)",r,5
56689,9448,1,[65 36],"(0, 255, 0)",c,5
56690,9448,2,[35 49],"(255, 0, 0)",c,5
56691,9448,3,[28 12],"(0, 156, 255)",c,5
56692,9448,4,[52 59],"(128, 128, 128)",r,5
56693,9448,5,[61 23],"(0, 255, 255)",r,5
56694,9449,0,[50 49],"(0, 0, 255)",r,5
56695,9449,1,[46 19],"(0, 255, 0)",r,5
56696,9449,2,[ 5 51],"(255, 0, 0)",r,5
56697,9449,3,[51 62],"(0, 156, 255)",r,5
56698,9449,4,[27 61],"(128, 128, 128)",c,5
56699,9449,5,[37 25],"(0, 255, 255)",r,5
56700,9450,0,[17 13],"(0, 0, 255)",r,5
56701,9450,1,[35 22],"(0, 255, 0)",r,5
56702,9450,2,[61 10],"(255, 0, 0)",c,5
56703,9450,3,[58 34],"(0, 156, 255)",r,5
56704,9450,4,[34 63],"(128, 128, 128)",r,5
56705,9450,5,[28 33],"(0, 255, 255)",r,5
56706,9451,0,[19 28],"(0, 0, 255)",c,5
56707,9451,1,[68 54],"(0, 255, 0)",r,5
56708,9451,2,[63 12],"(255, 0, 0)",r,5
56709,9451,3,[27 66],"(0, 156, 255)",c,5
56710,9451,4,[30 24],"(128, 128, 128)",r,5
56711,9451,5,[ 7 37],"(0, 255, 255)",c,5
56712,9452,0,[31 13],"(0, 0, 255)",r,5
56713,9452,1,[19 40],"(0, 255, 0)",c,5
56714,9452,2,[ 5 20],"(255, 0, 0)",c,5
56715,9452,3,[65 24],"(0, 156, 255)",c,5
56716,9452,4,[10 60],"(128, 128, 128)",c,5
56717,9452,5,[11 46],"(0, 255, 255)",c,5
56718,9453,0,[29 15],"(0, 0, 255)",c,5
56719,9453,1,[51 53],"(0, 255, 0)",r,5
56720,9453,2,[65 56],"(255, 0, 0)",c,5
56721,9453,3,[49 17],"(0, 156, 255)",r,5
56722,9453,4,[46 42],"(128, 128, 128)",c,5
56723,9453,5,[ 8 39],"(0, 255, 255)",r,5
56724,9454,0,[15 30],"(0, 0, 255)",r,5
56725,9454,1,[23 68],"(0, 255, 0)",c,5
56726,9454,2,[40 44],"(255, 0, 0)",c,5
56727,9454,3,[25 46],"(0, 156, 255)",c,5
56728,9454,4,[61 55],"(128, 128, 128)",r,5
56729,9454,5,[10 65],"(0, 255, 255)",r,5
56730,9455,0,[25 67],"(0, 0, 255)",r,5
56731,9455,1,[ 7 34],"(0, 255, 0)",c,5
56732,9455,2,[31 55],"(255, 0, 0)",r,5
56733,9455,3,[10 13],"(0, 156, 255)",c,5
56734,9455,4,[56 24],"(128, 128, 128)",c,5
56735,9455,5,[ 8 53],"(0, 255, 255)",r,5
56736,9456,0,[25  8],"(0, 0, 255)",c,5
56737,9456,1,[57 10],"(0, 255, 0)",c,5
56738,9456,2,[21 41],"(255, 0, 0)",c,5
56739,9456,3,[16 66],"(0, 156, 255)",r,5
56740,9456,4,[53 67],"(128, 128, 128)",c,5
56741,9456,5,[34 23],"(0, 255, 255)",r,5
56742,9457,0,[67 58],"(0, 0, 255)",r,5
56743,9457,1,[5 7],"(0, 255, 0)",c,5
56744,9457,2,[57  6],"(255, 0, 0)",c,5
56745,9457,3,[ 9 43],"(0, 156, 255)",r,5
56746,9457,4,[29  8],"(128, 128, 128)",r,5
56747,9457,5,[ 8 20],"(0, 255, 255)",c,5
56748,9458,0,[68 14],"(0, 0, 255)",c,5
56749,9458,1,[ 8 33],"(0, 255, 0)",r,5
56750,9458,2,[53 24],"(255, 0, 0)",c,5
56751,9458,3,[31 44],"(0, 156, 255)",c,5
56752,9458,4,[58 61],"(128, 128, 128)",r,5
56753,9458,5,[21 68],"(0, 255, 255)",c,5
56754,9459,0,[ 8 54],"(0, 0, 255)",r,5
56755,9459,1,[14 17],"(0, 255, 0)",c,5
56756,9459,2,[25 57],"(255, 0, 0)",c,5
56757,9459,3,[55 69],"(0, 156, 255)",c,5
56758,9459,4,[41 42],"(128, 128, 128)",c,5
56759,9459,5,[35 28],"(0, 255, 255)",r,5
56760,9460,0,[33 41],"(0, 0, 255)",c,5
56761,9460,1,[25 68],"(0, 255, 0)",c,5
56762,9460,2,[69 66],"(255, 0, 0)",c,5
56763,9460,3,[14 43],"(0, 156, 255)",r,5
56764,9460,4,[40 64],"(128, 128, 128)",c,5
56765,9460,5,[38  6],"(0, 255, 255)",r,5
56766,9461,0,[20 34],"(0, 0, 255)",c,5
56767,9461,1,[12 51],"(0, 255, 0)",c,5
56768,9461,2,[61 38],"(255, 0, 0)",c,5
56769,9461,3,[17 60],"(0, 156, 255)",r,5
56770,9461,4,[63 13],"(128, 128, 128)",r,5
56771,9461,5,[55 62],"(0, 255, 255)",c,5
56772,9462,0,[40 66],"(0, 0, 255)",r,5
56773,9462,1,[68 50],"(0, 255, 0)",r,5
56774,9462,2,[25 53],"(255, 0, 0)",c,5
56775,9462,3,[40  7],"(0, 156, 255)",r,5
56776,9462,4,[40 27],"(128, 128, 128)",c,5
56777,9462,5,[22 32],"(0, 255, 255)",r,5
56778,9463,0,[69 58],"(0, 0, 255)",r,5
56779,9463,1,[33 39],"(0, 255, 0)",r,5
56780,9463,2,[6 5],"(255, 0, 0)",r,5
56781,9463,3,[ 7 24],"(0, 156, 255)",r,5
56782,9463,4,[61 14],"(128, 128, 128)",c,5
56783,9463,5,[17 20],"(0, 255, 255)",c,5
56784,9464,0,[62 10],"(0, 0, 255)",r,5
56785,9464,1,[56 54],"(0, 255, 0)",c,5
56786,9464,2,[25 45],"(255, 0, 0)",c,5
56787,9464,3,[46 12],"(0, 156, 255)",c,5
56788,9464,4,[36 65],"(128, 128, 128)",r,5
56789,9464,5,[ 6 24],"(0, 255, 255)",r,5
56790,9465,0,[36 31],"(0, 0, 255)",r,5
56791,9465,1,[11 25],"(0, 255, 0)",r,5
56792,9465,2,[62 50],"(255, 0, 0)",c,5
56793,9465,3,[60 30],"(0, 156, 255)",r,5
56794,9465,4,[21 48],"(128, 128, 128)",c,5
56795,9465,5,[63 66],"(0, 255, 255)",c,5
56796,9466,0,[40 15],"(0, 0, 255)",r,5
56797,9466,1,[63  5],"(0, 255, 0)",r,5
56798,9466,2,[51 61],"(255, 0, 0)",c,5
56799,9466,3,[ 7 30],"(0, 156, 255)",c,5
56800,9466,4,[66 46],"(128, 128, 128)",c,5
56801,9466,5,[27  5],"(0, 255, 255)",r,5
56802,9467,0,[20 52],"(0, 0, 255)",r,5
56803,9467,1,[68 30],"(0, 255, 0)",r,5
56804,9467,2,[10 57],"(255, 0, 0)",c,5
56805,9467,3,[27 11],"(0, 156, 255)",r,5
56806,9467,4,[16 30],"(128, 128, 128)",c,5
56807,9467,5,[68 55],"(0, 255, 255)",r,5
56808,9468,0,[34 69],"(0, 0, 255)",c,5
56809,9468,1,[47 69],"(0, 255, 0)",c,5
56810,9468,2,[14 63],"(255, 0, 0)",c,5
56811,9468,3,[68 43],"(0, 156, 255)",r,5
56812,9468,4,[35 22],"(128, 128, 128)",r,5
56813,9468,5,[65 20],"(0, 255, 255)",c,5
56814,9469,0,[13 15],"(0, 0, 255)",r,5
56815,9469,1,[48 66],"(0, 255, 0)",c,5
56816,9469,2,[48 22],"(255, 0, 0)",r,5
56817,9469,3,[65 59],"(0, 156, 255)",c,5
56818,9469,4,[52 32],"(128, 128, 128)",r,5
56819,9469,5,[11 32],"(0, 255, 255)",c,5
56820,9470,0,[14 50],"(0, 0, 255)",c,5
56821,9470,1,[60 20],"(0, 255, 0)",c,5
56822,9470,2,[54 34],"(255, 0, 0)",r,5
56823,9470,3,[32 10],"(0, 156, 255)",c,5
56824,9470,4,[65 53],"(128, 128, 128)",c,5
56825,9470,5,[29 48],"(0, 255, 255)",r,5
56826,9471,0,[13 17],"(0, 0, 255)",r,5
56827,9471,1,[65 36],"(0, 255, 0)",c,5
56828,9471,2,[50 29],"(255, 0, 0)",r,5
56829,9471,3,[42 54],"(0, 156, 255)",c,5
56830,9471,4,[37 14],"(128, 128, 128)",r,5
56831,9471,5,[55 12],"(0, 255, 255)",c,5
56832,9472,0,[60 61],"(0, 0, 255)",r,5
56833,9472,1,[54 17],"(0, 255, 0)",r,5
56834,9472,2,[ 6 58],"(255, 0, 0)",r,5
56835,9472,3,[27 64],"(0, 156, 255)",c,5
56836,9472,4,[65 41],"(128, 128, 128)",c,5
56837,9472,5,[30 53],"(0, 255, 255)",r,5
56838,9473,0,[20 11],"(0, 0, 255)",r,5
56839,9473,1,[ 8 17],"(0, 255, 0)",c,5
56840,9473,2,[16 64],"(255, 0, 0)",c,5
56841,9473,3,[39 62],"(0, 156, 255)",r,5
56842,9473,4,[42 21],"(128, 128, 128)",r,5
56843,9473,5,[61 12],"(0, 255, 255)",r,5
56844,9474,0,[47 13],"(0, 0, 255)",c,5
56845,9474,1,[ 9 65],"(0, 255, 0)",r,5
56846,9474,2,[32 19],"(255, 0, 0)",r,5
56847,9474,3,[11 35],"(0, 156, 255)",c,5
